demographics_key,sex,age_group,education_level,annual_income,race_ethnicity
9587,Male,50-54,Refused,,Other race (non-Hispanic)
9588,Male,55-59,Never attended school,,White only (non-Hispanic)
9589,Male,30-34,Elementary,,
9590,Male,,High school graduate,"$15,000 to <$20,000",White only (non-Hispanic)
9591,Female,35-39,Refused,,Black only (non-Hispanic)
9592,Male,25-29,College graduate or higher,"$20,000 to <$25,000",
9593,Female,,High school graduate,"$150,000 to < $200,000",Black only (non-Hispanic)
9594,Male,40-44,High school graduate,"$15,000 to <$20,000",
9595,Female,60-64,High school graduate,"Less than $10,000",Other race (non-Hispanic)
9596,Female,35-39,Some college or technical school,"Less than $10,000",Other race (non-Hispanic)
9597,Female,25-29,Elementary,"$35,000 to <$50,000",White only (non-Hispanic)
9598,Male,65-69,College graduate or higher,"$10,000 to <$15,000",
9599,Female,75-79,Refused,"$35,000 to <$50,000",White only (non-Hispanic)
9600,Female,65-69,Some college or technical school,"Less than $10,000",
9601,Female,70-74,Elementary,,Other race (non-Hispanic)
9602,Female,65-69,Elementary,"$100,000 to < $150,000",White only (non-Hispanic)
9603,Female,65-69,Refused,"$75,000 to < $100,000",White only (non-Hispanic)
9604,Female,18-24,College graduate or higher,"$15,000 to <$20,000",Multiracial (non-Hispanic)
9605,Female,30-34,Elementary,"$20,000 to <$25,000",
9606,Female,18-24,College graduate or higher,"$150,000 to < $200,000",Multiracial (non-Hispanic)
9607,Male,45-49,Some college or technical school,"$75,000 to < $100,000",
9608,Male,65-69,Refused,"$25,000 to <$35,000",Black only (non-Hispanic)
9609,Male,80+,College graduate or higher,"$50,000 to <$75,000",Native Hawaiian or other Pacific Islander only (non-Hispanic)
9610,Male,40-44,Refused,"$25,000 to <$35,000",Asian (non-Hispanic)
9611,Female,55-59,High school graduate,"$100,000 to < $150,000",Other race (non-Hispanic)
9612,Female,80+,College graduate or higher,"Less than $10,000",Hispanic
9613,Male,25-29,College graduate or higher,"$200,000 or more",Other race (non-Hispanic)
9614,Female,50-54,Some high school,"$200,000 or more",White only (non-Hispanic)
9615,Female,30-34,College graduate or higher,"$10,000 to <$15,000",Black only (non-Hispanic)
9616,Female,25-29,College graduate or higher,"Less than $10,000",Other race (non-Hispanic)
9617,Male,80+,Some college or technical school,"$75,000 to < $100,000",Multiracial (non-Hispanic)
9618,Female,30-34,Some college or technical school,"$75,000 to < $100,000",
9619,Female,18-24,Refused,"$25,000 to <$35,000",Black only (non-Hispanic)
9620,Female,25-29,Elementary,"$10,000 to <$15,000",White only (non-Hispanic)
9621,Male,35-39,Some college or technical school,"$15,000 to <$20,000",Native Hawaiian or other Pacific Islander only (non-Hispanic)
9622,Male,55-59,Elementary,"$10,000 to <$15,000",Black only (non-Hispanic)
9623,Female,55-59,Refused,"$50,000 to <$75,000",
9624,Male,70-74,Some high school,"$10,000 to <$15,000",American Indian/Alaska Native (non-Hispanic)
9625,Male,50-54,Some high school,"$10,000 to <$15,000",Asian (non-Hispanic)
9626,Female,40-44,Some high school,"$150,000 to < $200,000",White only (non-Hispanic)
9627,Female,,Some college or technical school,"$150,000 to < $200,000",Multiracial (non-Hispanic)
9628,Male,60-64,Some high school,"Less than $10,000",
9629,Female,30-34,High school graduate,"$25,000 to <$35,000",
9630,Female,65-69,Refused,"$35,000 to <$50,000",Black only (non-Hispanic)
9631,Female,18-24,College graduate or higher,"$200,000 or more",Multiracial (non-Hispanic)
9632,Female,50-54,High school graduate,"$20,000 to <$25,000",Other race (non-Hispanic)
9633,Male,40-44,Some high school,,Other race (non-Hispanic)
9634,Female,65-69,Never attended school,,Asian (non-Hispanic)
9635,Female,,College graduate or higher,"$75,000 to < $100,000",Asian (non-Hispanic)
9636,Male,25-29,Some high school,"$75,000 to < $100,000",
9637,Male,60-64,College graduate or higher,"$20,000 to <$25,000",American Indian/Alaska Native (non-Hispanic)
9638,Male,25-29,College graduate or higher,"$75,000 to < $100,000",Other race (non-Hispanic)
9639,Male,50-54,Some high school,"$75,000 to < $100,000",
9640,Male,75-79,College graduate or higher,"$75,000 to < $100,000",Native Hawaiian or other Pacific Islander only (non-Hispanic)
9641,Male,,College graduate or higher,"$25,000 to <$35,000",Asian (non-Hispanic)
9642,Male,25-29,College graduate or higher,"$200,000 or more",American Indian/Alaska Native (non-Hispanic)
9643,Male,25-29,Refused,"$35,000 to <$50,000",White only (non-Hispanic)
9644,Female,55-59,Never attended school,"$20,000 to <$25,000",White only (non-Hispanic)
9645,Male,30-34,College graduate or higher,"$15,000 to <$20,000",Other race (non-Hispanic)
9646,Male,30-34,College graduate or higher,"$10,000 to <$15,000",Black only (non-Hispanic)
9647,Male,35-39,Elementary,"$25,000 to <$35,000",Asian (non-Hispanic)
9648,Male,75-79,High school graduate,"$150,000 to < $200,000",Other race (non-Hispanic)
9649,Male,18-24,Some college or technical school,"$150,000 to < $200,000",Other race (non-Hispanic)
9650,Female,45-49,Refused,"$20,000 to <$25,000",Hispanic
9651,Male,60-64,Some high school,"Less than $10,000",Native Hawaiian or other Pacific Islander only (non-Hispanic)
9652,Male,30-34,High school graduate,"Less than $10,000",Multiracial (non-Hispanic)
9653,Male,45-49,College graduate or higher,"$15,000 to <$20,000",Hispanic
9654,Male,,College graduate or higher,"$150,000 to < $200,000",Multiracial (non-Hispanic)
9655,Male,40-44,Some college or technical school,"$15,000 to <$20,000",Black only (non-Hispanic)
9656,Female,35-39,Never attended school,"$35,000 to <$50,000",White only (non-Hispanic)
9657,Male,55-59,Elementary,"$200,000 or more",White only (non-Hispanic)
9658,Male,25-29,Some high school,"$75,000 to < $100,000",Hispanic
9659,Male,70-74,Refused,,Black only (non-Hispanic)
9660,Male,25-29,Elementary,"$100,000 to < $150,000",Multiracial (non-Hispanic)
9661,Male,75-79,High school graduate,"$150,000 to < $200,000",Hispanic
9662,Female,25-29,Some college or technical school,"Less than $10,000",Native Hawaiian or other Pacific Islander only (non-Hispanic)
9663,Female,40-44,High school graduate,"$35,000 to <$50,000",Other race (non-Hispanic)
9664,Female,55-59,College graduate or higher,"$35,000 to <$50,000",Other race (non-Hispanic)
9665,Female,18-24,College graduate or higher,"$35,000 to <$50,000",
9666,Male,60-64,High school graduate,"$15,000 to <$20,000",Other race (non-Hispanic)
9667,Male,40-44,Some college or technical school,"$25,000 to <$35,000",Native Hawaiian or other Pacific Islander only (non-Hispanic)
9668,Male,30-34,Elementary,"$50,000 to <$75,000",Hispanic
9669,Male,30-34,Refused,,Black only (non-Hispanic)
9670,Female,50-54,High school graduate,"$10,000 to <$15,000",Other race (non-Hispanic)
9671,Male,55-59,Refused,,Asian (non-Hispanic)
9672,Male,30-34,College graduate or higher,"$35,000 to <$50,000",Other race (non-Hispanic)
9673,Female,75-79,College graduate or higher,"Less than $10,000",Hispanic
9674,Female,18-24,College graduate or higher,"$75,000 to < $100,000",
9675,Female,50-54,Never attended school,"$15,000 to <$20,000",Hispanic
9676,Female,40-44,Some high school,"Less than $10,000",
9677,Female,65-69,Refused,"Less than $10,000",White only (non-Hispanic)
9678,Female,30-34,Some high school,"$15,000 to <$20,000",Asian (non-Hispanic)
9679,Male,75-79,Some college or technical school,"$15,000 to <$20,000",
9680,Female,30-34,Never attended school,"$25,000 to <$35,000",Hispanic
9681,Male,50-54,Elementary,"$200,000 or more",Hispanic
9682,Female,60-64,Never attended school,"$15,000 to <$20,000",Hispanic
9683,Male,65-69,Some high school,"$35,000 to <$50,000",Asian (non-Hispanic)
9684,Male,30-34,Some high school,"$25,000 to <$35,000",Black only (non-Hispanic)
9685,Male,35-39,Refused,"$35,000 to <$50,000",American Indian/Alaska Native (non-Hispanic)
9686,Female,55-59,Some high school,"$15,000 to <$20,000",
9687,Female,25-29,Some high school,"$25,000 to <$35,000",Multiracial (non-Hispanic)
9688,Male,55-59,High school graduate,"$200,000 or more",Other race (non-Hispanic)
9689,Female,50-54,Refused,"$35,000 to <$50,000",Hispanic
9690,Male,40-44,Some high school,"$150,000 to < $200,000",
9691,Male,80+,Some college or technical school,"$20,000 to <$25,000",Other race (non-Hispanic)
9692,Female,50-54,Some college or technical school,"$10,000 to <$15,000",Other race (non-Hispanic)
9693,Male,,Refused,"$10,000 to <$15,000",White only (non-Hispanic)
9694,Female,70-74,Refused,"$25,000 to <$35,000",Black only (non-Hispanic)
9695,Male,40-44,College graduate or higher,"$20,000 to <$25,000",Other race (non-Hispanic)
9696,Male,30-34,College graduate or higher,"$10,000 to <$15,000",Asian (non-Hispanic)
9697,Male,60-64,Elementary,,Other race (non-Hispanic)
9698,Female,25-29,High school graduate,"$50,000 to <$75,000",
9699,Female,70-74,High school graduate,"$150,000 to < $200,000",Asian (non-Hispanic)
9700,Male,75-79,Refused,"$10,000 to <$15,000",Black only (non-Hispanic)
9701,Female,18-24,Some high school,"$75,000 to < $100,000",Multiracial (non-Hispanic)
9702,Female,50-54,College graduate or higher,"$10,000 to <$15,000",Hispanic
9703,Male,,College graduate or higher,"$200,000 or more",Other race (non-Hispanic)
9704,Male,25-29,Some high school,"Less than $10,000",Hispanic
9705,Female,30-34,College graduate or higher,"Less than $10,000",Multiracial (non-Hispanic)
9706,Female,55-59,Some high school,"$200,000 or more",White only (non-Hispanic)
9707,Male,45-49,High school graduate,"$20,000 to <$25,000",Asian (non-Hispanic)
9708,Male,65-69,High school graduate,"$10,000 to <$15,000",Other race (non-Hispanic)
9709,Female,65-69,Never attended school,"$35,000 to <$50,000",White only (non-Hispanic)
9710,Female,50-54,Elementary,,American Indian/Alaska Native (non-Hispanic)
9711,Female,40-44,Some high school,"$10,000 to <$15,000",Other race (non-Hispanic)
9712,Female,50-54,Some high school,,Other race (non-Hispanic)
9713,Female,45-49,High school graduate,"$150,000 to < $200,000",Other race (non-Hispanic)
9714,Male,40-44,College graduate or higher,"$10,000 to <$15,000",Hispanic
9715,Male,50-54,Never attended school,,Black only (non-Hispanic)
9716,Male,60-64,College graduate or higher,"$15,000 to <$20,000",American Indian/Alaska Native (non-Hispanic)
9717,Female,60-64,College graduate or higher,"Less than $10,000",Asian (non-Hispanic)
9718,Female,70-74,Elementary,"$15,000 to <$20,000",White only (non-Hispanic)
9719,Female,50-54,High school graduate,"$15,000 to <$20,000",Other race (non-Hispanic)
9720,Female,75-79,High school graduate,"$35,000 to <$50,000",
9721,Female,,Refused,"Less than $10,000",
9722,Female,80+,Refused,"$50,000 to <$75,000",Asian (non-Hispanic)
9723,Female,80+,Elementary,"$35,000 to <$50,000",Other race (non-Hispanic)
9724,Female,80+,Elementary,"$35,000 to <$50,000",Multiracial (non-Hispanic)
9725,Male,65-69,Some high school,,Multiracial (non-Hispanic)
9726,Male,80+,Some college or technical school,"$20,000 to <$25,000",
9727,Female,80+,College graduate or higher,"$75,000 to < $100,000",
9728,Female,45-49,High school graduate,"$75,000 to < $100,000",
9729,Male,30-34,Some college or technical school,"$50,000 to <$75,000",Other race (non-Hispanic)
9730,Female,80+,High school graduate,"$75,000 to < $100,000",Hispanic
9731,Male,25-29,College graduate or higher,"$150,000 to < $200,000",Other race (non-Hispanic)
9732,Female,25-29,College graduate or higher,"$75,000 to < $100,000",
9733,Male,25-29,Some high school,"$15,000 to <$20,000",Native Hawaiian or other Pacific Islander only (non-Hispanic)
9734,Male,30-34,College graduate or higher,"$150,000 to < $200,000",Other race (non-Hispanic)
9735,Male,18-24,Refused,"$15,000 to <$20,000",Asian (non-Hispanic)
9736,Female,60-64,Refused,"$100,000 to < $150,000",White only (non-Hispanic)
9737,Male,50-54,College graduate or higher,"$10,000 to <$15,000",Multiracial (non-Hispanic)
9738,Male,50-54,College graduate or higher,"$15,000 to <$20,000",Asian (non-Hispanic)
9739,Female,50-54,High school graduate,"$35,000 to <$50,000",Other race (non-Hispanic)
9740,Female,25-29,High school graduate,"$35,000 to <$50,000",Asian (non-Hispanic)
9741,Male,40-44,Some college or technical school,"$100,000 to < $150,000",Other race (non-Hispanic)
9742,Male,70-74,Some high school,"$10,000 to <$15,000",
9743,Female,35-39,College graduate or higher,"$35,000 to <$50,000",Other race (non-Hispanic)
9744,Female,35-39,High school graduate,"$20,000 to <$25,000",Multiracial (non-Hispanic)
9745,Male,60-64,Refused,,Asian (non-Hispanic)
9746,Female,50-54,High school graduate,"$15,000 to <$20,000",
9747,Female,30-34,Elementary,"$10,000 to <$15,000",Multiracial (non-Hispanic)
9748,Female,35-39,Elementary,"Less than $10,000",White only (non-Hispanic)
9749,Female,55-59,Elementary,"$15,000 to <$20,000",White only (non-Hispanic)
9750,Female,25-29,Some high school,,Other race (non-Hispanic)
9751,Male,35-39,Refused,"$35,000 to <$50,000",White only (non-Hispanic)
9752,Female,18-24,High school graduate,"$20,000 to <$25,000",Other race (non-Hispanic)
9753,Female,65-69,Refused,"$25,000 to <$35,000",
9754,Male,80+,Elementary,"$50,000 to <$75,000",American Indian/Alaska Native (non-Hispanic)
9755,Male,30-34,Some high school,"$25,000 to <$35,000",Multiracial (non-Hispanic)
9756,Female,80+,Some high school,"$75,000 to < $100,000",
9757,Female,55-59,High school graduate,"$20,000 to <$25,000",
9758,Male,50-54,Refused,,Black only (non-Hispanic)
9759,Female,45-49,Elementary,"$100,000 to < $150,000",Black only (non-Hispanic)
9760,Female,50-54,Some college or technical school,"$50,000 to <$75,000",Other race (non-Hispanic)
9761,Male,50-54,High school graduate,"$10,000 to <$15,000",Other race (non-Hispanic)
9762,Male,30-34,College graduate or higher,"$25,000 to <$35,000",Other race (non-Hispanic)
9763,Male,,College graduate or higher,"$25,000 to <$35,000",American Indian/Alaska Native (non-Hispanic)
9764,Male,30-34,High school graduate,"$10,000 to <$15,000",Multiracial (non-Hispanic)
9765,Male,18-24,College graduate or higher,"$15,000 to <$20,000",Native Hawaiian or other Pacific Islander only (non-Hispanic)
9766,Male,35-39,College graduate or higher,"$50,000 to <$75,000",American Indian/Alaska Native (non-Hispanic)
9767,Male,55-59,Some high school,"$20,000 to <$25,000",Multiracial (non-Hispanic)
9768,Male,55-59,Some high school,"$100,000 to < $150,000",American Indian/Alaska Native (non-Hispanic)
9769,Male,65-69,College graduate or higher,"$15,000 to <$20,000",Other race (non-Hispanic)
9770,Female,65-69,Some high school,"$50,000 to <$75,000",Other race (non-Hispanic)
9771,Female,35-39,Never attended school,"$75,000 to < $100,000",White only (non-Hispanic)
9772,Male,,College graduate or higher,"$10,000 to <$15,000",Asian (non-Hispanic)
9773,Female,55-59,College graduate or higher,"$20,000 to <$25,000",
9774,Female,,High school graduate,"$15,000 to <$20,000",
9775,Male,50-54,High school graduate,"$20,000 to <$25,000",Multiracial (non-Hispanic)
9776,Male,50-54,Some high school,"$20,000 to <$25,000",Asian (non-Hispanic)
9777,Male,18-24,College graduate or higher,"$75,000 to < $100,000",Other race (non-Hispanic)
9778,Female,50-54,Some high school,"$15,000 to <$20,000",
9779,Female,18-24,Some high school,"$200,000 or more",American Indian/Alaska Native (non-Hispanic)
9780,Female,,Refused,"$15,000 to <$20,000",Hispanic
9781,Female,25-29,High school graduate,"$20,000 to <$25,000",Other race (non-Hispanic)
9782,Female,40-44,College graduate or higher,"$25,000 to <$35,000",
9783,Female,45-49,Some high school,,Multiracial (non-Hispanic)
9784,Male,45-49,Some high school,"$200,000 or more",Hispanic
9785,Female,,Refused,"$15,000 to <$20,000",White only (non-Hispanic)
9786,Male,60-64,College graduate or higher,"Less than $10,000",Asian (non-Hispanic)
9787,Female,45-49,Some high school,"$75,000 to < $100,000",Black only (non-Hispanic)
9788,Female,60-64,Some high school,"$50,000 to <$75,000",American Indian/Alaska Native (non-Hispanic)
9789,Male,45-49,Refused,"$100,000 to < $150,000",White only (non-Hispanic)
9790,Male,55-59,Some high school,"$15,000 to <$20,000",Multiracial (non-Hispanic)
9791,Female,40-44,Some college or technical school,"$35,000 to <$50,000",Asian (non-Hispanic)
9792,Male,35-39,Some college or technical school,"$100,000 to < $150,000",Other race (non-Hispanic)
9793,Male,45-49,High school graduate,"$10,000 to <$15,000",
9794,Female,65-69,College graduate or higher,"$15,000 to <$20,000",Native Hawaiian or other Pacific Islander only (non-Hispanic)
9795,Male,,Some college or technical school,"$25,000 to <$35,000",Native Hawaiian or other Pacific Islander only (non-Hispanic)
9796,Male,18-24,Some college or technical school,"$100,000 to < $150,000",American Indian/Alaska Native (non-Hispanic)
9797,Female,25-29,Some college or technical school,"$20,000 to <$25,000",Asian (non-Hispanic)
9798,Female,70-74,Refused,"Less than $10,000",White only (non-Hispanic)
9799,Female,75-79,Some college or technical school,"$75,000 to < $100,000",
9800,Female,65-69,Refused,"$15,000 to <$20,000",Black only (non-Hispanic)
9801,Female,55-59,Some college or technical school,"$20,000 to <$25,000",
9802,Female,30-34,Elementary,"$35,000 to <$50,000",
9803,Female,65-69,Some college or technical school,"$150,000 to < $200,000",American Indian/Alaska Native (non-Hispanic)
9804,Male,55-59,Some high school,"$50,000 to <$75,000",Multiracial (non-Hispanic)
9805,Male,70-74,High school graduate,"$15,000 to <$20,000",American Indian/Alaska Native (non-Hispanic)
9806,Male,40-44,Some college or technical school,"$50,000 to <$75,000",
9807,Female,,Some college or technical school,"$10,000 to <$15,000",Black only (non-Hispanic)
9808,Male,55-59,Some high school,"Less than $10,000",
9809,Male,80+,Some college or technical school,"$15,000 to <$20,000",American Indian/Alaska Native (non-Hispanic)
9810,Female,55-59,Refused,"$50,000 to <$75,000",White only (non-Hispanic)
9811,Female,80+,High school graduate,"$200,000 or more",Hispanic
9812,Female,70-74,Some high school,"$10,000 to <$15,000",Multiracial (non-Hispanic)
9813,Male,65-69,High school graduate,"$200,000 or more",Hispanic
9814,Female,40-44,Elementary,"$15,000 to <$20,000",American Indian/Alaska Native (non-Hispanic)
9815,Female,50-54,High school graduate,"Less than $10,000",Multiracial (non-Hispanic)
9816,Male,65-69,Elementary,"$100,000 to < $150,000",White only (non-Hispanic)
9817,Female,45-49,High school graduate,"$25,000 to <$35,000",
9818,Female,35-39,Some college or technical school,"$20,000 to <$25,000",Other race (non-Hispanic)
9819,Male,50-54,High school graduate,"$20,000 to <$25,000",American Indian/Alaska Native (non-Hispanic)
9820,Female,75-79,Never attended school,"$25,000 to <$35,000",White only (non-Hispanic)
9821,Female,80+,Refused,"$35,000 to <$50,000",
9822,Male,18-24,College graduate or higher,"$100,000 to < $150,000",American Indian/Alaska Native (non-Hispanic)
9823,Male,18-24,Refused,"$35,000 to <$50,000",White only (non-Hispanic)
9824,Male,75-79,Refused,,Black only (non-Hispanic)
9825,Female,55-59,College graduate or higher,"$20,000 to <$25,000",Multiracial (non-Hispanic)
9826,Female,25-29,Refused,"$50,000 to <$75,000",Asian (non-Hispanic)
9827,Female,30-34,Some college or technical school,"Less than $10,000",Multiracial (non-Hispanic)
9828,Male,25-29,High school graduate,"$15,000 to <$20,000",American Indian/Alaska Native (non-Hispanic)
9829,Female,70-74,Refused,,American Indian/Alaska Native (non-Hispanic)
9830,Male,80+,Some high school,"$25,000 to <$35,000",Multiracial (non-Hispanic)
9831,Female,70-74,Refused,"$25,000 to <$35,000",White only (non-Hispanic)
9832,Male,25-29,Some high school,"$15,000 to <$20,000",American Indian/Alaska Native (non-Hispanic)
9833,Female,30-34,Some high school,"$100,000 to < $150,000",Asian (non-Hispanic)
9834,Female,80+,Elementary,,Other race (non-Hispanic)
9835,Female,18-24,Some high school,"Less than $10,000",American Indian/Alaska Native (non-Hispanic)
9836,Female,,Some college or technical school,"$35,000 to <$50,000",Multiracial (non-Hispanic)
9837,Male,40-44,Some college or technical school,"$150,000 to < $200,000",Native Hawaiian or other Pacific Islander only (non-Hispanic)
9838,Female,65-69,Never attended school,"$10,000 to <$15,000",Hispanic
9839,Male,30-34,Never attended school,"$35,000 to <$50,000",Hispanic
9840,Male,80+,Some college or technical school,"$10,000 to <$15,000",American Indian/Alaska Native (non-Hispanic)
9841,Male,50-54,Some high school,"$15,000 to <$20,000",Multiracial (non-Hispanic)
9842,Female,18-24,High school graduate,"$10,000 to <$15,000",Multiracial (non-Hispanic)
9843,Male,65-69,Some college or technical school,"$75,000 to < $100,000",Other race (non-Hispanic)
9844,Female,,College graduate or higher,"$75,000 to < $100,000",American Indian/Alaska Native (non-Hispanic)
9845,Female,60-64,High school graduate,"$150,000 to < $200,000",
9846,Male,35-39,Never attended school,"$15,000 to <$20,000",Black only (non-Hispanic)
9847,Male,45-49,High school graduate,"$150,000 to < $200,000",American Indian/Alaska Native (non-Hispanic)
9848,Female,70-74,High school graduate,"$200,000 or more",Hispanic
9849,Male,65-69,Some college or technical school,"$20,000 to <$25,000",Other race (non-Hispanic)
9850,Male,70-74,Elementary,"Less than $10,000",Multiracial (non-Hispanic)
9851,Male,50-54,Elementary,"$10,000 to <$15,000",Multiracial (non-Hispanic)
9852,Female,18-24,College graduate or higher,"$75,000 to < $100,000",American Indian/Alaska Native (non-Hispanic)
9853,Male,60-64,Some college or technical school,"$200,000 or more",
9854,Male,25-29,Elementary,"$20,000 to <$25,000",
9855,Male,18-24,Some college or technical school,"$15,000 to <$20,000",Multiracial (non-Hispanic)
9856,Male,50-54,Refused,"$100,000 to < $150,000",American Indian/Alaska Native (non-Hispanic)
9857,Male,30-34,High school graduate,"$20,000 to <$25,000",Asian (non-Hispanic)
9858,Female,,Some high school,"$25,000 to <$35,000",Multiracial (non-Hispanic)
9859,Male,60-64,Some high school,"$25,000 to <$35,000",American Indian/Alaska Native (non-Hispanic)
9860,Male,30-34,Refused,"$50,000 to <$75,000",White only (non-Hispanic)
9861,Male,30-34,Some college or technical school,"$20,000 to <$25,000",Native Hawaiian or other Pacific Islander only (non-Hispanic)
9862,Female,65-69,College graduate or higher,"$20,000 to <$25,000",
9863,Male,,High school graduate,"$15,000 to <$20,000",Other race (non-Hispanic)
9864,Male,40-44,Some college or technical school,"$20,000 to <$25,000",Other race (non-Hispanic)
9865,Male,40-44,Elementary,"$15,000 to <$20,000",White only (non-Hispanic)
9866,Female,50-54,Some high school,"$10,000 to <$15,000",Multiracial (non-Hispanic)
9867,Female,70-74,College graduate or higher,"$10,000 to <$15,000",Multiracial (non-Hispanic)
9868,Male,60-64,Some high school,"$25,000 to <$35,000",Other race (non-Hispanic)
9869,Male,80+,High school graduate,"$200,000 or more",Native Hawaiian or other Pacific Islander only (non-Hispanic)
9870,Male,60-64,High school graduate,"$10,000 to <$15,000",Asian (non-Hispanic)
9871,Female,60-64,High school graduate,"$100,000 to < $150,000",Other race (non-Hispanic)
9872,Female,,College graduate or higher,"$35,000 to <$50,000",Asian (non-Hispanic)
9873,Female,45-49,Some college or technical school,"$200,000 or more",American Indian/Alaska Native (non-Hispanic)
9874,Male,75-79,High school graduate,"$200,000 or more",Other race (non-Hispanic)
9875,Male,30-34,College graduate or higher,"$150,000 to < $200,000",
9876,Male,40-44,College graduate or higher,"$15,000 to <$20,000",Hispanic
9877,Male,40-44,College graduate or higher,"$25,000 to <$35,000",American Indian/Alaska Native (non-Hispanic)
9878,Male,35-39,Some high school,"$35,000 to <$50,000",American Indian/Alaska Native (non-Hispanic)
9879,Female,60-64,Never attended school,,Black only (non-Hispanic)
9880,Male,55-59,Some high school,"$20,000 to <$25,000",Native Hawaiian or other Pacific Islander only (non-Hispanic)
9881,Male,25-29,Some high school,"$150,000 to < $200,000",Hispanic
9882,Male,25-29,Some high school,"Less than $10,000",
9883,Male,40-44,College graduate or higher,"$35,000 to <$50,000",American Indian/Alaska Native (non-Hispanic)
9884,Female,,Some college or technical school,"$15,000 to <$20,000",American Indian/Alaska Native (non-Hispanic)
9885,Female,35-39,High school graduate,"$200,000 or more",Other race (non-Hispanic)
9886,Female,55-59,Never attended school,,Multiracial (non-Hispanic)
9887,Female,35-39,College graduate or higher,"$25,000 to <$35,000",Other race (non-Hispanic)
9888,Female,40-44,Some college or technical school,"Less than $10,000",Other race (non-Hispanic)
9889,Male,45-49,Some college or technical school,"Less than $10,000",
9890,Female,25-29,Refused,"$25,000 to <$35,000",Asian (non-Hispanic)
9891,Male,40-44,Some college or technical school,"$150,000 to < $200,000",American Indian/Alaska Native (non-Hispanic)
9892,Male,30-34,Never attended school,"$25,000 to <$35,000",Hispanic
9893,Male,45-49,Never attended school,"$35,000 to <$50,000",Hispanic
9894,Male,35-39,Some high school,"$50,000 to <$75,000",Asian (non-Hispanic)
9895,Male,50-54,College graduate or higher,"$20,000 to <$25,000",Black only (non-Hispanic)
9896,Female,25-29,Never attended school,,White only (non-Hispanic)
9897,Male,55-59,Refused,"$35,000 to <$50,000",White only (non-Hispanic)
9898,Female,,High school graduate,"$50,000 to <$75,000",Hispanic
9899,Female,35-39,Some college or technical school,"$25,000 to <$35,000",Other race (non-Hispanic)
9900,Female,50-54,Some college or technical school,"$20,000 to <$25,000",Other race (non-Hispanic)
9901,Female,25-29,Some high school,"$200,000 or more",White only (non-Hispanic)
9902,Female,60-64,Some college or technical school,"$100,000 to < $150,000",Other race (non-Hispanic)
9903,Male,45-49,College graduate or higher,"$20,000 to <$25,000",Multiracial (non-Hispanic)
9904,Male,50-54,Elementary,"$10,000 to <$15,000",Black only (non-Hispanic)
9905,Male,18-24,Never attended school,"$35,000 to <$50,000",Black only (non-Hispanic)
9906,Male,,Some high school,"$25,000 to <$35,000",White only (non-Hispanic)
9907,Female,45-49,College graduate or higher,"$35,000 to <$50,000",
9908,Male,25-29,Some high school,"$20,000 to <$25,000",American Indian/Alaska Native (non-Hispanic)
9909,Female,18-24,College graduate or higher,"$20,000 to <$25,000",Other race (non-Hispanic)
9910,Male,45-49,Elementary,"$150,000 to < $200,000",White only (non-Hispanic)
9911,Male,65-69,Some high school,"$50,000 to <$75,000",
9912,Female,18-24,Refused,,Asian (non-Hispanic)
9913,Female,25-29,Some high school,"$10,000 to <$15,000",Black only (non-Hispanic)
9914,Female,65-69,Some college or technical school,"$150,000 to < $200,000",Hispanic
9915,Male,50-54,Refused,"$150,000 to < $200,000",White only (non-Hispanic)
9916,Male,25-29,Elementary,"$200,000 or more",White only (non-Hispanic)
9917,Male,75-79,High school graduate,"$20,000 to <$25,000",Asian (non-Hispanic)
9918,Male,75-79,Some high school,"$10,000 to <$15,000",American Indian/Alaska Native (non-Hispanic)
9919,Male,35-39,Refused,"$25,000 to <$35,000",
9920,Male,30-34,Refused,"$75,000 to < $100,000",
9921,Male,40-44,Elementary,,Other race (non-Hispanic)
9922,Male,18-24,Some high school,"$15,000 to <$20,000",Multiracial (non-Hispanic)
9923,Female,40-44,Some college or technical school,"$150,000 to < $200,000",American Indian/Alaska Native (non-Hispanic)
9924,Male,80+,Refused,"$150,000 to < $200,000",White only (non-Hispanic)
9925,Female,18-24,High school graduate,"$100,000 to < $150,000",American Indian/Alaska Native (non-Hispanic)
9926,Female,,Some college or technical school,"$10,000 to <$15,000",Other race (non-Hispanic)
9927,Female,75-79,Elementary,"$15,000 to <$20,000",Black only (non-Hispanic)
9928,Female,55-59,College graduate or higher,"$10,000 to <$15,000",
9929,Male,40-44,High school graduate,"Less than $10,000",Native Hawaiian or other Pacific Islander only (non-Hispanic)
9930,Female,75-79,Some college or technical school,"$75,000 to < $100,000",Other race (non-Hispanic)
9931,Male,65-69,College graduate or higher,"$15,000 to <$20,000",
9932,Male,25-29,Some college or technical school,"$200,000 or more",Black only (non-Hispanic)
9933,Male,45-49,Some high school,"$75,000 to < $100,000",Black only (non-Hispanic)
9934,Female,50-54,Some college or technical school,"$15,000 to <$20,000",
9935,Female,18-24,College graduate or higher,,Other race (non-Hispanic)
9936,Male,18-24,Some high school,"$10,000 to <$15,000",Black only (non-Hispanic)
9937,Male,65-69,Elementary,"$25,000 to <$35,000",Black only (non-Hispanic)
9938,Female,75-79,Some high school,,Native Hawaiian or other Pacific Islander only (non-Hispanic)
9939,Male,60-64,Elementary,"$20,000 to <$25,000",American Indian/Alaska Native (non-Hispanic)
